Item,Year,yield,rainfall,pesticides_tonnes,avg_temp
Cassava,2007,100000,591,81582.64,16.71
Cassava,2007,100000,591,81582.64,17.14
Maize,2007,76655,591,81582.64,16.71
Maize,2007,76655,591,81582.64,17.14
Potatoes,2007,286765,591,81582.64,16.71
Potatoes,2007,286765,591,81582.64,17.14
"Rice, paddy",2007,65604,591,81582.64,16.71
"Rice, paddy",2007,65604,591,81582.64,17.14
Sorghum,2007,47021,591,81582.64,16.71
Sorghum,2007,47021,591,81582.64,17.14
Soybeans,2007,29712,591,81582.64,16.71
Soybeans,2007,29712,591,81582.64,17.14
Sweet potatoes,2007,141667,591,81582.64,16.71
Sweet potatoes,2007,141667,591,81582.64,17.14
Wheat,2007,26234,591,81582.64,16.71
Wheat,2007,26234,591,81582.64,17.14
Cassava,2008,100000,591,87149.01,17.71
Cassava,2008,100000,591,87149.01,18.39
Maize,2008,64525,591,87149.01,17.71
Maize,2008,64525,591,87149.01,18.39
Potatoes,2008,279412,591,87149.01,17.71
Potatoes,2008,279412,591,87149.01,18.39
"Rice, paddy",2008,68278,591,87149.01,17.71
"Rice, paddy",2008,68278,591,87149.01,18.39
Sorghum,2008,47474,591,87149.01,17.71
Sorghum,2008,47474,591,87149.01,18.39
Soybeans,2008,28216,591,87149.01,17.71
Soybeans,2008,28216,591,87149.01,18.39
Sweet potatoes,2008,145105,591,87149.01,17.71
Sweet potatoes,2008,145105,591,87149.01,18.39
Wheat,2008,28271,591,87149.01,17.71
Wheat,2008,28271,591,87149.01,18.39
Cassava,2009,101695,591,61586.56,18.16
Cassava,2009,101695,591,61586.56,18.09
Maize,2009,55760,591,61586.56,18.16
Maize,2009,55760,591,61586.56,18.09
Potatoes,2009,284439,591,61586.56,18.16
Potatoes,2009,284439,591,61586.56,18.09
"Rice, paddy",2009,68842,591,61586.56,18.16
"Rice, paddy",2009,68842,591,61586.56,18.09
Sorghum,2009,38752,591,61586.56,18.16
Sorghum,2009,38752,591,61586.56,18.09
Soybeans,2009,18480,591,61586.56,18.16
Soybeans,2009,18480,591,61586.56,18.09
Sweet potatoes,2009,151208,591,61586.56,18.16
Sweet potatoes,2009,151208,591,61586.56,18.09
Wheat,2009,19628,591,61586.56,18.16
Wheat,2009,19628,591,61586.56,18.09
Cassava,2010,101000,591,105915.04,17.33
Cassava,2010,101000,591,105915.04,17.84
Maize,2010,78040,591,105915.04,17.33
Maize,2010,78040,591,105915.04,17.84
Potatoes,2010,289849,591,105915.04,17.33
Potatoes,2010,289849,591,105915.04,17.84
"Rice, paddy",2010,57646,591,105915.04,17.33
"Rice, paddy",2010,57646,591,105915.04,17.84
Sorghum,2010,48163,591,105915.04,17.33
Sorghum,2010,48163,591,105915.04,17.84
Soybeans,2010,29053,591,105915.04,17.33
Soybeans,2010,29053,591,105915.04,17.84
Sweet potatoes,2010,149382,591,105915.04,17.33
Sweet potatoes,2010,149382,591,105915.04,17.84
Wheat,2010,27113,591,105915.04,17.33
Wheat,2010,27113,591,105915.04,17.84
Cassava,2011,100000,591,100424.62,17.58
Cassava,2011,100000,591,100424.62,17.93
Maize,2011,63503,591,100424.62,17.58
Maize,2011,63503,591,100424.62,17.93
Potatoes,2011,286657,591,100424.62,17.58
Potatoes,2011,286657,591,100424.62,17.93
"Rice, paddy",2011,67901,591,100424.62,17.58
"Rice, paddy",2011,67901,591,100424.62,17.93
Sorghum,2011,44029,591,100424.62,17.58
Sorghum,2011,44029,591,100424.62,17.93
Soybeans,2011,26053,591,100424.62,17.58
Soybeans,2011,26053,591,100424.62,17.93
Sweet potatoes,2011,148754,591,100424.62,17.58
Sweet potatoes,2011,148754,591,100424.62,17.93
Wheat,2011,35063,591,100424.62,17.58
Wheat,2011,35063,591,100424.62,17.93
Cassava,2012,100000,591,136185.08,18.18
Cassava,2012,100000,591,136185.08,18.43
Maize,2012,57346,591,136185.08,18.18
Maize,2012,57346,591,136185.08,18.43
Potatoes,2012,287821,591,136185.08,18.18
Potatoes,2012,287821,591,136185.08,18.43
"Rice, paddy",2012,66617,591,136185.08,18.18
"Rice, paddy",2012,66617,591,136185.08,18.43
Sorghum,2012,46534,591,136185.08,18.18
Sorghum,2012,46534,591,136185.08,18.43
Soybeans,2012,22814,591,136185.08,18.18
Soybeans,2012,22814,591,136185.08,18.43
Sweet potatoes,2012,148126,591,136185.08,18.18
Sweet potatoes,2012,148126,591,136185.08,18.43
Wheat,2012,32199,591,136185.08,18.18
Wheat,2012,32199,591,136185.08,18.43
Cassava,2013,99459,591,171945.54,16.45
Cassava,2013,99459,591,171945.54,16.88
Maize,2013,66037,591,171945.54,16.45
Maize,2013,66037,591,171945.54,16.88
Potatoes,2013,288984,591,171945.54,16.45
Potatoes,2013,288984,591,171945.54,16.88
"Rice, paddy",2013,67187,591,171945.54,16.45
"Rice, paddy",2013,67187,591,171945.54,16.88
Sorghum,2013,40852,591,171945.54,16.45
Sorghum,2013,40852,591,171945.54,16.88
Soybeans,2013,25391,591,171945.54,16.45
Soybeans,2013,25391,591,171945.54,16.88
Sweet potatoes,2013,147498,591,171945.54,16.45
Sweet potatoes,2013,147498,591,171945.54,16.88
Wheat,2013,26581,591,171945.54,16.45
Wheat,2013,26581,591,171945.54,16.88
Maize,1992,32344,562,8,7.44
Potatoes,1992,111301,562,8,7.44
Wheat,1992,21600,562,8,7.44
Maize,1993,32261,562,8,7.69
Potatoes,1993,134416,562,8,7.69
Wheat,1993,22257,562,8,7.69
Maize,1994,32667,562,23,8.84
Potatoes,1994,131195,562,23,8.84
Wheat,1994,17842,562,23,8.84
Maize,1995,18261,562,23.9,9.76
Potatoes,1995,131196,562,23.9,9.76
Wheat,1995,25480,562,23.9,9.76
Maize,1996,22239,562,32,9.55
Potatoes,1996,129626,562,32,9.55
Wheat,1996,23569,562,32,9.55
Maize,1997,45548,562,41.46,9.1
Potatoes,1997,109362,562,41.46,9.1
Wheat,1997,17009,562,41.46,9.1
Maize,1998,26082,562,50.92,10.28
Potatoes,1998,134409,562,50.92,10.28
Wheat,1998,20651,562,50.92,10.28
Maize,1999,40303,562,60.38,10.11
Potatoes,1999,130618,562,60.38,10.11
Wheat,1999,19466,562,60.38,10.11
Maize,2000,23178,562,69.85,9.68
Potatoes,2000,87349,562,69.85,9.68
Wheat,2000,16679,562,69.85,9.68
Maize,2001,37913,562,79.31,10.18
Potatoes,2001,114619,562,79.31,10.18
Wheat,2001,22263,562,79.31,10.18
Maize,2002,37380,562,88.77,9.41
Potatoes,2002,122814,562,88.77,9.41
Wheat,2002,23877,562,88.77,9.41
Maize,2004,61791,562,204.77,9.55
Potatoes,2004,161509,562,204.77,9.55
Wheat,2004,23416,562,204.77,9.55
Maize,2005,44692,562,220.51,9.58
Potatoes,2005,164459,562,220.51,9.58
Wheat,2005,20252,562,220.51,9.58
Maize,2006,33271,562,227.55,9.89
Potatoes,2006,163418,562,227.55,9.89
Wheat,2006,14627,562,227.55,9.89
Maize,2007,53262,562,241.71,9.44
Potatoes,2007,184719,562,241.71,9.44
Wheat,2007,25837,562,241.71,9.44
Maize,2008,53424,562,218.2,9.51
Potatoes,2008,189096,562,218.2,9.51
Wheat,2008,24322,562,218.2,9.51
Maize,2009,57763,562,198.36,9.67
Potatoes,2009,185496,562,198.36,9.67
Wheat,2009,22374,562,198.36,9.67
Maize,2010,46724,562,278.72,11.31
Potatoes,2010,170146,562,278.72,11.31
Wheat,2010,21192,562,278.72,11.31
Maize,2011,54257,562,278.72,8.93
Potatoes,2011,194426,562,278.72,8.93
Wheat,2011,28800,562,278.72,8.93
Maize,2012,62215,562,278.72,10.2
Potatoes,2012,207151,562,278.72,10.2
Wheat,2012,26010,562,278.72,10.2
Maize,2013,67114,562,278.72,11.08
Potatoes,2013,215290,562,278.72,11.08
Wheat,2013,31273,562,278.72,11.08
Maize,1990,41821,534,17866,16.8
Maize,1990,41821,534,17866,20.06
Maize,1990,41821,534,17866,12.11
Maize,1990,41821,534,17866,14.16
Maize,1990,41821,534,17866,18.05
Maize,1990,41821,534,17866,17.47
Potatoes,1990,289832,534,17866,16.8
Potatoes,1990,289832,534,17866,20.06
Potatoes,1990,289832,534,17866,12.11
Potatoes,1990,289832,534,17866,14.16
Potatoes,1990,289832,534,17866,18.05
Potatoes,1990,289832,534,17866,17.47
"Rice, paddy",1990,88000,534,17866,16.8
"Rice, paddy",1990,88000,534,17866,20.06
"Rice, paddy",1990,88000,534,17866,12.11
"Rice, paddy",1990,88000,534,17866,14.16
"Rice, paddy",1990,88000,534,17866,18.05
"Rice, paddy",1990,88000,534,17866,17.47
Sorghum,1990,24883,534,17866,16.8
Sorghum,1990,24883,534,17866,20.06
Sorghum,1990,24883,534,17866,12.11
Sorghum,1990,24883,534,17866,14.16
Sorghum,1990,24883,534,17866,18.05
Sorghum,1990,24883,534,17866,17.47
Soybeans,1990,15718,534,17866,16.8
Soybeans,1990,15718,534,17866,20.06
Soybeans,1990,15718,534,17866,12.11
Soybeans,1990,15718,534,17866,14.16
Soybeans,1990,15718,534,17866,18.05
Soybeans,1990,15718,534,17866,17.47
Sweet potatoes,1990,137140,534,17866,16.8
Sweet potatoes,1990,137140,534,17866,20.06
Sweet potatoes,1990,137140,534,17866,12.11
Sweet potatoes,1990,137140,534,17866,14.16
Sweet potatoes,1990,137140,534,17866,18.05
Sweet potatoes,1990,137140,534,17866,17.47
Wheat,1990,16344,534,17866,16.8
Wheat,1990,16344,534,17866,20.06
Wheat,1990,16344,534,17866,12.11
Wheat,1990,16344,534,17866,14.16
Wheat,1990,16344,534,17866,18.05
Wheat,1990,16344,534,17866,17.47
Maize,1991,39938,534,17866,16.78
Maize,1991,39938,534,17866,20.29
Maize,1991,39938,534,17866,12.22
Maize,1991,39938,534,17866,13.77
Maize,1991,39938,534,17866,18.73
Maize,1991,39938,534,17866,17.85
Potatoes,1991,285359,534,17866,16.78
Potatoes,1991,285359,534,17866,20.29
Potatoes,1991,285359,534,17866,12.22
Potatoes,1991,285359,534,17866,13.77
Potatoes,1991,285359,534,17866,18.73
Potatoes,1991,285359,534,17866,17.85
"Rice, paddy",1991,88427,534,17866,16.78
"Rice, paddy",1991,88427,534,17866,20.29
"Rice, paddy",1991,88427,534,17866,12.22
"Rice, paddy",1991,88427,534,17866,13.77
"Rice, paddy",1991,88427,534,17866,18.73
"Rice, paddy",1991,88427,534,17866,17.85
Sorghum,1991,19865,534,17866,16.78
Sorghum,1991,19865,534,17866,20.29
Sorghum,1991,19865,534,17866,12.22
Sorghum,1991,19865,534,17866,13.77
Sorghum,1991,19865,534,17866,18.73
Sorghum,1991,19865,534,17866,17.85
Soybeans,1991,15551,534,17866,16.78
Soybeans,1991,15551,534,17866,20.29
Soybeans,1991,15551,534,17866,12.22
Soybeans,1991,15551,534,17866,13.77
Soybeans,1991,15551,534,17866,18.73
Soybeans,1991,15551,534,17866,17.85
Sweet potatoes,1991,151142,534,17866,16.78
Sweet potatoes,1991,151142,534,17866,20.29
Sweet potatoes,1991,151142,534,17866,12.22
Sweet potatoes,1991,151142,534,17866,13.77
Sweet potatoes,1991,151142,534,17866,18.73
Sweet potatoes,1991,151142,534,17866,17.85
Wheat,1991,14698,534,17866,16.78
Wheat,1991,14698,534,17866,20.29
Wheat,1991,14698,534,17866,12.22
Wheat,1991,14698,534,17866,13.77
Wheat,1991,14698,534,17866,18.73
Wheat,1991,14698,534,17866,17.85
Maize,1992,51721,534,22234,15.78
Maize,1992,51721,534,22234,19.79
Maize,1992,51721,534,22234,11.21
Maize,1992,51721,534,22234,13.31
Maize,1992,51721,534,22234,18.45
Maize,1992,51721,534,22234,16.89
Potatoes,1992,289220,534,22234,15.78
Potatoes,1992,289220,534,22234,19.79
Potatoes,1992,289220,534,22234,11.21
Potatoes,1992,289220,534,22234,13.31
Potatoes,1992,289220,534,22234,18.45
Potatoes,1992,289220,534,22234,16.89
"Rice, paddy",1992,88346,534,22234,15.78
"Rice, paddy",1992,88346,534,22234,19.79
"Rice, paddy",1992,88346,534,22234,11.21
"Rice, paddy",1992,88346,534,22234,13.31
"Rice, paddy",1992,88346,534,22234,18.45
"Rice, paddy",1992,88346,534,22234,16.89
Sorghum,1992,25431,534,22234,15.78
Sorghum,1992,25431,534,22234,19.79
Sorghum,1992,25431,534,22234,11.21
Sorghum,1992,25431,534,22234,13.31
Sorghum,1992,25431,534,22234,18.45
Sorghum,1992,25431,534,22234,16.89
Soybeans,1992,21141,534,22234,15.78
Soybeans,1992,21141,534,22234,19.79
Soybeans,1992,21141,534,22234,11.21
Soybeans,1992,21141,534,22234,13.31
Soybeans,1992,21141,534,22234,18.45
Soybeans,1992,21141,534,22234,16.89
Sweet potatoes,1992,127548,534,22234,15.78
Sweet potatoes,1992,127548,534,22234,19.79
Sweet potatoes,1992,127548,534,22234,11.21
Sweet potatoes,1992,127548,534,22234,13.31
Sweet potatoes,1992,127548,534,22234,18.45
Sweet potatoes,1992,127548,534,22234,16.89
Wheat,1992,17812,534,22234,15.78
Wheat,1992,17812,534,22234,19.79
Wheat,1992,17812,534,22234,11.21
Wheat,1992,17812,534,22234,13.31
Wheat,1992,17812,534,22234,18.45
Wheat,1992,17812,534,22234,16.89
Maize,1993,44261,534,23899,16.71
Maize,1993,44261,534,23899,20.19
Maize,1993,44261,534,23899,11.84
Maize,1993,44261,534,23899,13.81
Maize,1993,44261,534,23899,18.03
Maize,1993,44261,534,23899,17.42
Potatoes,1993,290981,534,23899,16.71
Potatoes,1993,290981,534,23899,20.19
Potatoes,1993,290981,534,23899,11.84
Potatoes,1993,290981,534,23899,13.81
Potatoes,1993,290981,534,23899,18.03
Potatoes,1993,290981,534,23899,17.42
"Rice, paddy",1993,76400,534,23899,16.71
"Rice, paddy",1993,76400,534,23899,20.19
"Rice, paddy",1993,76400,534,23899,11.84
"Rice, paddy",1993,76400,534,23899,13.81
"Rice, paddy",1993,76400,534,23899,18.03
"Rice, paddy",1993,76400,534,23899,17.42
Sorghum,1993,12834,534,23899,16.71
Sorghum,1993,12834,534,23899,20.19
Sorghum,1993,12834,534,23899,11.84
Sorghum,1993,12834,534,23899,13.81
Sorghum,1993,12834,534,23899,18.03
Sorghum,1993,12834,534,23899,17.42
Soybeans,1993,16168,534,23899,16.71
Soybeans,1993,16168,534,23899,20.19
Soybeans,1993,16168,534,23899,11.84
Soybeans,1993,16168,534,23899,13.81
Soybeans,1993,16168,534,23899,18.03
Soybeans,1993,16168,534,23899,17.42
Sweet potatoes,1993,132702,534,23899,16.71
Sweet potatoes,1993,132702,534,23899,20.19
Sweet potatoes,1993,132702,534,23899,11.84
Sweet potatoes,1993,132702,534,23899,13.81
Sweet potatoes,1993,132702,534,23899,18.03
Sweet potatoes,1993,132702,534,23899,17.42
Wheat,1993,19658,534,23899,16.71
Wheat,1993,19658,534,23899,20.19
Wheat,1993,19658,534,23899,11.84
Wheat,1993,19658,534,23899,13.81
Wheat,1993,19658,534,23899,18.03
Wheat,1993,19658,534,23899,17.42
Maize,1994,46620,534,21057,16.43
Maize,1994,46620,534,21057,19.59
Maize,1994,46620,534,21057,11.6
Maize,1994,46620,534,21057,13.52
Maize,1994,46620,534,21057,19.17
Maize,1994,46620,534,21057,17.36
Potatoes,1994,294270,534,21057,16.43
Potatoes,1994,294270,534,21057,19.59
Potatoes,1994,294270,534,21057,11.6
Potatoes,1994,294270,534,21057,13.52
Potatoes,1994,294270,534,21057,19.17
Potatoes,1994,294270,534,21057,17.36
"Rice, paddy",1994,81537,534,21057,16.43
"Rice, paddy",1994,81537,534,21057,19.59
"Rice, paddy",1994,81537,534,21057,11.6
"Rice, paddy",1994,81537,534,21057,13.52
"Rice, paddy",1994,81537,534,21057,19.17
"Rice, paddy",1994,81537,534,21057,17.36
Sorghum,1994,21697,534,21057,16.43
Sorghum,1994,21697,534,21057,19.59
Sorghum,1994,21697,534,21057,11.6
Sorghum,1994,21697,534,21057,13.52
Sorghum,1994,21697,534,21057,19.17
Sorghum,1994,21697,534,21057,17.36
Soybeans,1994,19999,534,21057,16.43
Soybeans,1994,19999,534,21057,19.59
Soybeans,1994,19999,534,21057,11.6
Soybeans,1994,19999,534,21057,13.52
Soybeans,1994,19999,534,21057,19.17
Soybeans,1994,19999,534,21057,17.36
Sweet potatoes,1994,140961,534,21057,16.43
Sweet potatoes,1994,140961,534,21057,19.59
Sweet potatoes,1994,140961,534,21057,11.6
Sweet potatoes,1994,140961,534,21057,13.52
Sweet potatoes,1994,140961,534,21057,19.17
Sweet potatoes,1994,140961,534,21057,17.36
Wheat,1994,11356,534,21057,16.43
Wheat,1994,11356,534,21057,19.59
Wheat,1994,11356,534,21057,11.6
Wheat,1994,11356,534,21057,13.52
Wheat,1994,11356,534,21057,19.17
Wheat,1994,11356,534,21057,17.36
Maize,1995,48263,534,25598,16.14
Maize,1995,48263,534,25598,20.12
Maize,1995,48263,534,25598,11.39
Maize,1995,48263,534,25598,13.14
Maize,1995,48263,534,25598,18.88
Maize,1995,48263,534,25598,16.95
Potatoes,1995,298183,534,25598,16.14
Potatoes,1995,298183,534,25598,20.12
Potatoes,1995,298183,534,25598,11.39
Potatoes,1995,298183,534,25598,13.14
Potatoes,1995,298183,534,25598,18.88
Potatoes,1995,298183,534,25598,16.95
"Rice, paddy",1995,88003,534,25598,16.14
"Rice, paddy",1995,88003,534,25598,20.12
"Rice, paddy",1995,88003,534,25598,11.39
"Rice, paddy",1995,88003,534,25598,13.14
"Rice, paddy",1995,88003,534,25598,18.88
"Rice, paddy",1995,88003,534,25598,16.95
Sorghum,1995,18555,534,25598,16.14
Sorghum,1995,18555,534,25598,20.12
Sorghum,1995,18555,534,25598,11.39
Sorghum,1995,18555,534,25598,13.14
Sorghum,1995,18555,534,25598,18.88
Sorghum,1995,18555,534,25598,16.95
Soybeans,1995,15318,534,25598,16.14
Soybeans,1995,15318,534,25598,20.12
Soybeans,1995,15318,534,25598,11.39
Soybeans,1995,15318,534,25598,13.14
Soybeans,1995,15318,534,25598,18.88
Soybeans,1995,15318,534,25598,16.95
Sweet potatoes,1995,155252,534,25598,16.14
Sweet potatoes,1995,155252,534,25598,20.12
Sweet potatoes,1995,155252,534,25598,11.39
Sweet potatoes,1995,155252,534,25598,13.14
Sweet potatoes,1995,155252,534,25598,18.88
Sweet potatoes,1995,155252,534,25598,16.95
Wheat,1995,17899,534,25598,16.14
Wheat,1995,17899,534,25598,20.12
Wheat,1995,17899,534,25598,11.39
Wheat,1995,17899,534,25598,13.14
Wheat,1995,17899,534,25598,18.88
Wheat,1995,17899,534,25598,16.95
Maize,1996,57689,534,31185,16.12
Maize,1996,57689,534,31185,20.06
Maize,1996,57689,534,31185,11.29
Maize,1996,57689,534,31185,13.05
Maize,1996,57689,534,31185,19.13
Maize,1996,57689,534,31185,17.05
Potatoes,1996,312853,534,31185,16.12
Potatoes,1996,312853,534,31185,20.06
Potatoes,1996,312853,534,31185,11.29
Potatoes,1996,312853,534,31185,13.05
Potatoes,1996,312853,534,31185,19.13
Potatoes,1996,312853,534,31185,17.05
"Rice, paddy",1996,63540,534,31185,16.12
"Rice, paddy",1996,63540,534,31185,20.06
"Rice, paddy",1996,63540,534,31185,11.29
"Rice, paddy",1996,63540,534,31185,13.05
"Rice, paddy",1996,63540,534,31185,19.13
"Rice, paddy",1996,63540,534,31185,17.05
Sorghum,1996,20677,534,31185,16.12
Sorghum,1996,20677,534,31185,20.06
Sorghum,1996,20677,534,31185,11.29
Sorghum,1996,20677,534,31185,13.05
Sorghum,1996,20677,534,31185,19.13
Sorghum,1996,20677,534,31185,17.05
Soybeans,1996,18740,534,31185,16.12
Soybeans,1996,18740,534,31185,20.06
Soybeans,1996,18740,534,31185,11.29
Soybeans,1996,18740,534,31185,13.05
Soybeans,1996,18740,534,31185,19.13
Soybeans,1996,18740,534,31185,17.05
Sweet potatoes,1996,172474,534,31185,16.12
Sweet potatoes,1996,172474,534,31185,20.06
Sweet potatoes,1996,172474,534,31185,11.29
Sweet potatoes,1996,172474,534,31185,13.05
Sweet potatoes,1996,172474,534,31185,19.13
Sweet potatoes,1996,172474,534,31185,17.05
Wheat,1996,21673,534,31185,16.12
Wheat,1996,21673,534,31185,20.06
Wheat,1996,21673,534,31185,11.29
Wheat,1996,21673,534,31185,13.05
Wheat,1996,21673,534,31185,19.13
Wheat,1996,21673,534,31185,17.05
Maize,1997,59403,534,34091,16.48
Maize,1997,59403,534,34091,20.16
Maize,1997,59403,534,34091,12.13
Maize,1997,59403,534,34091,13.93
Maize,1997,59403,534,34091,18.94
Maize,1997,59403,534,34091,17.51
Potatoes,1997,313056,534,34091,16.48
Potatoes,1997,313056,534,34091,20.16
Potatoes,1997,313056,534,34091,12.13
Potatoes,1997,313056,534,34091,13.93
Potatoes,1997,313056,534,34091,18.94
Potatoes,1997,313056,534,34091,17.51
"Rice, paddy",1997,83263,534,34091,16.48
"Rice, paddy",1997,83263,534,34091,20.16
"Rice, paddy",1997,83263,534,34091,12.13
"Rice, paddy",1997,83263,534,34091,13.93
"Rice, paddy",1997,83263,534,34091,18.94
"Rice, paddy",1997,83263,534,34091,17.51
Sorghum,1997,26195,534,34091,16.48
Sorghum,1997,26195,534,34091,20.16
Sorghum,1997,26195,534,34091,12.13
Sorghum,1997,26195,534,34091,13.93
Sorghum,1997,26195,534,34091,18.94
Sorghum,1997,26195,534,34091,17.51
Soybeans,1997,18974,534,34091,16.48
Soybeans,1997,18974,534,34091,20.16
Soybeans,1997,18974,534,34091,12.13
Soybeans,1997,18974,534,34091,13.93
Soybeans,1997,18974,534,34091,18.94
Soybeans,1997,18974,534,34091,17.51
Sweet potatoes,1997,244444,534,34091,16.48
Sweet potatoes,1997,244444,534,34091,20.16
Sweet potatoes,1997,244444,534,34091,12.13
Sweet potatoes,1997,244444,534,34091,13.93
Sweet potatoes,1997,244444,534,34091,18.94
Sweet potatoes,1997,244444,534,34091,17.51
Wheat,1997,18412,534,34091,16.48
Wheat,1997,18412,534,34091,20.16
Wheat,1997,18412,534,34091,12.13
Wheat,1997,18412,534,34091,13.93
Wheat,1997,18412,534,34091,18.94
Wheat,1997,18412,534,34091,17.51
Maize,1998,47544,534,37215,16.28
Maize,1998,47544,534,37215,20.62
Maize,1998,47544,534,37215,12.46
Maize,1998,47544,534,37215,13.61
Maize,1998,47544,534,37215,18.9
Maize,1998,47544,534,37215,18.05
Potatoes,1998,322292,534,37215,16.28
Potatoes,1998,322292,534,37215,20.62
Potatoes,1998,322292,534,37215,12.46
Potatoes,1998,322292,534,37215,13.61
Potatoes,1998,322292,534,37215,18.9
Potatoes,1998,322292,534,37215,18.05
"Rice, paddy",1998,94256,534,37215,16.28
"Rice, paddy",1998,94256,534,37215,20.62
"Rice, paddy",1998,94256,534,37215,12.46
"Rice, paddy",1998,94256,534,37215,13.61
"Rice, paddy",1998,94256,534,37215,18.9
"Rice, paddy",1998,94256,534,37215,18.05
Sorghum,1998,21321,534,37215,16.28
Sorghum,1998,21321,534,37215,20.62
Sorghum,1998,21321,534,37215,12.46
Sorghum,1998,21321,534,37215,13.61
Sorghum,1998,21321,534,37215,18.9
Sorghum,1998,21321,534,37215,18.05
Soybeans,1998,17035,534,37215,16.28
Soybeans,1998,17035,534,37215,20.62
Soybeans,1998,17035,534,37215,12.46
Soybeans,1998,17035,534,37215,13.61
Soybeans,1998,17035,534,37215,18.9
Soybeans,1998,17035,534,37215,18.05
Sweet potatoes,1998,276923,534,37215,16.28
Sweet potatoes,1998,276923,534,37215,20.62
Sweet potatoes,1998,276923,534,37215,12.46
Sweet potatoes,1998,276923,534,37215,13.61
Sweet potatoes,1998,276923,534,37215,18.9
Sweet potatoes,1998,276923,534,37215,18.05
Wheat,1998,19153,534,37215,16.28
Wheat,1998,19153,534,37215,20.62
Wheat,1998,19153,534,37215,12.46
Wheat,1998,19153,534,37215,13.61
Wheat,1998,19153,534,37215,18.9
Wheat,1998,19153,534,37215,18.05
Maize,1999,51212,534,34200,16.77
Maize,1999,51212,534,34200,19.75
Maize,1999,51212,534,34200,12.1
Maize,1999,51212,534,34200,14.2
Maize,1999,51212,534,34200,19.28
Maize,1999,51212,534,34200,17.55
Potatoes,1999,321265,534,34200,16.77
Potatoes,1999,321265,534,34200,19.75
Potatoes,1999,321265,534,34200,12.1
Potatoes,1999,321265,534,34200,14.2
Potatoes,1999,321265,534,34200,19.28
Potatoes,1999,321265,534,34200,17.55
"Rice, paddy",1999,91615,534,34200,16.77
"Rice, paddy",1999,91615,534,34200,19.75
"Rice, paddy",1999,91615,534,34200,12.1
"Rice, paddy",1999,91615,534,34200,14.2
"Rice, paddy",1999,91615,534,34200,19.28
"Rice, paddy",1999,91615,534,34200,17.55
Sorghum,1999,32215,534,34200,16.77
Sorghum,1999,32215,534,34200,19.75
Sorghum,1999,32215,534,34200,12.1
Sorghum,1999,32215,534,34200,14.2
Sorghum,1999,32215,534,34200,19.28
Sorghum,1999,32215,534,34200,17.55
Soybeans,1999,22667,534,34200,16.77
Soybeans,1999,22667,534,34200,19.75
Soybeans,1999,22667,534,34200,12.1
Soybeans,1999,22667,534,34200,14.2
Soybeans,1999,22667,534,34200,19.28
Soybeans,1999,22667,534,34200,17.55
Sweet potatoes,1999,275000,534,34200,16.77
Sweet potatoes,1999,275000,534,34200,19.75
Sweet potatoes,1999,275000,534,34200,12.1
Sweet potatoes,1999,275000,534,34200,14.2
Sweet potatoes,1999,275000,534,34200,19.28
Sweet potatoes,1999,275000,534,34200,17.55
Wheat,1999,20066,534,34200,16.77
